,Year,State,Table_Data,Footnote,High.Value,Low.Value,CPI.Average,High.2018,Low.2018
49,1968,Vermont,1.40,,1.4,1.4,34.78333333,10.08,10.08
50,1968,Virginia,...,,0.0,0.0,34.78333333,0.0,0.0
51,1968,Washington,1.60,,1.6,1.6,34.78333333,11.52,11.52
52,1968,West Virginia,1.00,,1.0,1.0,34.78333333,7.2,7.2
53,1968,Wisconsin,1.25 (b),(b),1.25,1.25,34.78333333,9.0,9.0
54,1968,Wyoming,1.20,,1.2,1.2,34.78333333,8.64,8.64
55,1969,Alabama,...,,0.0,0.0,36.68333333,0.0,0.0
56,1969,Alaska,2.10,,2.1,2.1,36.68333333,14.33,14.33
57,1969,Arizona,18.72 - 26.40/wk(b),(b),0.66,0.46799999999999997,36.68333333,4.51,3.19
58,1969,Arkansas,1.25/day(b),(b),0.15625,0.15625,36.68333333,1.07,1.07
59,1969,California,1.65(b),(b),1.65,1.65,36.68333333,11.26,11.26
60,1969,Colorado,1.00 - 1.25(b),(b),1.25,1.0,36.68333333,8.53,6.83
61,1969,Connecticut,1.40,,1.4,1.4,36.68333333,9.56,9.56
62,1969,Delaware,1.25,,1.25,1.25,36.68333333,8.53,8.53
63,1969,District of Columbia,1.25 - 1.40,,1.4,1.25,36.68333333,9.56,8.53
64,1969,Federal (FLSA),$1.15 & $1.60,,1.6,1.15,36.68333333,10.92,7.85
65,1969,Florida,...,,0.0,0.0,36.68333333,0.0,0.0
66,1969,Georgia,...,,0.0,0.0,36.68333333,0.0,0.0
67,1969,Guam,1.25,,1.25,1.25,36.68333333,8.53,8.53
68,1969,Hawaii,1.25,,1.25,1.25,36.68333333,8.53,8.53
69,1969,Idaho,1.15,,1.15,1.15,36.68333333,7.85,7.85
70,1969,Illinois,...,,0.0,0.0,36.68333333,0.0,0.0
71,1969,Indiana,1.15,,1.15,1.15,36.68333333,7.85,7.85
72,1969,Iowa,...,,0.0,0.0,36.68333333,0.0,0.0
73,1969,Kansas,...,,0.0,0.0,36.68333333,0.0,0.0
74,1969,Kentucky,.65 - .75(b),(b),0.75,0.65,36.68333333,5.12,4.44
75,1969,Louisiana,...,,0.0,0.0,36.68333333,0.0,0.0
76,1969,Maine,1.40,,1.4,1.4,36.68333333,9.56,9.56
77,1969,Maryland,1.00 & 1.15,,1.15,1.0,36.68333333,7.85,6.83
78,1969,Massachusetts,1.60,,1.6,1.6,36.68333333,10.92,10.92
79,1969,Michigan,1.25,,1.25,1.25,36.68333333,8.53,8.53
80,1969,Minnesota,.70 - 1.15(b),(b),1.15,0.7,36.68333333,7.85,4.78
81,1969,Mississippi,...,,0.0,0.0,36.68333333,0.0,0.0
82,1969,Missouri,...,,0.0,0.0,36.68333333,0.0,0.0
83,1969,Montana,...,,0.0,0.0,36.68333333,0.0,0.0
84,1969,Nebraska,1.00,,1.0,1.0,36.68333333,6.83,6.83
85,1969,Nevada,1.25,,1.25,1.25,36.68333333,8.53,8.53
86,1969,New Hampshire,1.40,,1.4,1.4,36.68333333,9.56,9.56
87,1969,New Jersey,1.40,,1.4,1.4,36.68333333,9.56,9.56
88,1969,New Mexico,1.15 - 1.40,,1.4,1.15,36.68333333,9.56,7.85
89,1969,New York,1.60,,1.6,1.6,36.68333333,10.92,10.92
90,1969,North Carolina,1.00,,1.0,1.0,36.68333333,6.83,6.83
91,1969,North Dakota,1.00 - 1.25,,1.25,1.0,36.68333333,8.53,6.83
92,1969,Ohio,.75 - 1.25(b),(b),1.25,0.75,36.68333333,8.53,5.12
93,1969,Oklahoma,1.00,,1.0,1.0,36.68333333,6.83,6.83
94,1969,Oregon,1.25,,1.25,1.25,36.68333333,8.53,8.53
95,1969,Pennsylvania,1.15,,1.15,1.15,36.68333333,7.85,7.85
96,1969,Puerto Rico,.43 - 1.60,,1.6,0.43,36.68333333,10.92,2.94
97,1969,Rhode Island,1.40,,1.4,1.4,36.68333333,9.56,9.56
98,1969,South Carolina,...,,0.0,0.0,36.68333333,0.0,0.0
99,1969,South Dakota,17.00 - 20.00/wk,,0.5,0.425,36.68333333,3.41,2.9
100,1969,Tennessee,...,,0.0,0.0,36.68333333,0.0,0.0
101,1969,Texas,...,,0.0,0.0,36.68333333,0.0,0.0
102,1969,U.S. Virgin Islands,,,,,36.68333333,,
103,1969,Utah,1.00 - 1.15(b),(b),1.15,1.0,36.68333333,7.85,6.83
104,1969,Vermont,1.40,,1.4,1.4,36.68333333,9.56,9.56
105,1969,Virginia,...,,0.0,0.0,36.68333333,0.0,0.0
106,1969,Washington,1.60,,1.6,1.6,36.68333333,10.92,10.92
107,1969,West Virginia,1.00,,1.0,1.0,36.68333333,6.83,6.83
108,1969,Wisconsin,1.25 (b),(b),1.25,1.25,36.68333333,8.53,8.53
109,1969,Wyoming,1.20,,1.2,1.2,36.68333333,8.19,8.19
110,1970,Alabama,...,,0.0,0.0,38.825,0.0,0.0
111,1970,Alaska,2.10,,2.1,2.1,38.825,13.54,13.54
112,1970,Arizona,18.72 - 26.40/wk(b),(b),0.66,0.46799999999999997,38.825,4.26,3.02
113,1970,Arkansas,1.10,,1.1,1.1,38.825,7.09,7.09
114,1970,California,1.65(b),(b),1.65,1.65,38.825,10.64,10.64
115,1970,Colorado,1.00 - 1.25(b),(b),1.25,1.0,38.825,8.06,6.45
116,1970,Connecticut,1.60,,1.6,1.6,38.825,10.32,10.32
117,1970,Delaware,1.25,,1.25,1.25,38.825,8.06,8.06
118,1970,District of Columbia,1.60 - 2.00,,2.0,1.6,38.825,12.9,10.32
119,1970,Federal (FLSA),$1.30 & $1.60,,1.6,1.3,38.825,10.32,8.38
120,1970,Florida,...,,0.0,0.0,38.825,0.0,0.0
121,1970,Georgia,...,,0.0,0.0,38.825,0.0,0.0
122,1970,Guam,1.60,,1.6,1.6,38.825,10.32,10.32
123,1970,Hawaii,1.60,,1.6,1.6,38.825,10.32,10.32
124,1970,Idaho,1.25,,1.25,1.25,38.825,8.06,8.06
125,1970,Illinois,...,,0.0,0.0,38.825,0.0,0.0
126,1970,Indiana,1.25,,1.25,1.25,38.825,8.06,8.06
127,1970,Iowa,...,,0.0,0.0,38.825,0.0,0.0
128,1970,Kansas,...,,0.0,0.0,38.825,0.0,0.0
129,1970,Kentucky,.65 - .75(b),(b),0.75,0.65,38.825,4.84,4.19
130,1970,Louisiana,...,,0.0,0.0,38.825,0.0,0.0
131,1970,Maine,1.60,,1.6,1.6,38.825,10.32,10.32
132,1970,Maryland,1.30,,1.3,1.3,38.825,8.38,8.38
133,1970,Massachusetts,1.60,,1.6,1.6,38.825,10.32,10.32
134,1970,Michigan,1.25,,1.25,1.25,38.825,8.06,8.06
135,1970,Minnesota,.70 - 1.15(b),(b),1.15,0.7,38.825,7.42,4.51
136,1970,Mississippi,...,,0.0,0.0,38.825,0.0,0.0
137,1970,Missouri,...,,0.0,0.0,38.825,0.0,0.0
138,1970,Montana,...,,0.0,0.0,38.825,0.0,0.0
139,1970,Nebraska,1.00,,1.0,1.0,38.825,6.45,6.45
140,1970,Nevada,1.30,,1.3,1.3,38.825,8.38,8.38
141,1970,New Hampshire,1.45 & 1.60,,1.6,1.45,38.825,10.32,9.35
142,1970,New Jersey,1.50,,1.5,1.5,38.825,9.67,9.67
143,1970,New Mexico,1.30 - 1.60,,1.6,1.3,38.825,10.32,8.38
144,1970,New York,1.60,,1.6,1.6,38.825,10.32,10.32
145,1970,North Carolina,1.25,,1.25,1.25,38.825,8.06,8.06
146,1970,North Dakota,1.00 - 1.45,,1.45,1.0,38.825,9.35,6.45
147,1970,Ohio,.75 - 1.25(b),(b),1.25,0.75,38.825,8.06,4.84
148,1970,Oklahoma,1.00,,1.0,1.0,38.825,6.45,6.45
149,1970,Oregon,1.25,,1.25,1.25,38.825,8.06,8.06
150,1970,Pennsylvania,1.30,,1.3,1.3,38.825,8.38,8.38
151,1970,Puerto Rico,.43 - 1.60,,1.6,0.43,38.825,10.32,2.77
152,1970,Rhode Island,1.60,,1.6,1.6,38.825,10.32,10.32
153,1970,South Carolina,...,,0.0,0.0,38.825,0.0,0.0
154,1970,South Dakota,1.00,,1.0,1.0,38.825,6.45,6.45
155,1970,Tennessee,...,,0.0,0.0,38.825,0.0,0.0
156,1970,Texas,...,,0.0,0.0,38.825,0.0,0.0
157,1970,U.S. Virgin Islands,,,,,38.825,,
158,1970,Utah,1.00 - 1.15(b),(b),1.15,1.0,38.825,7.42,6.45
159,1970,Vermont,1.60,,1.6,1.6,38.825,10.32,10.32
160,1970,Virginia,...,,0.0,0.0,38.825,0.0,0.0
161,1970,Washington,1.60,,1.6,1.6,38.825,10.32,10.32
162,1970,West Virginia,1.00,,1.0,1.0,38.825,6.45,6.45
163,1970,Wisconsin,1.30 (b),(b),1.3,1.3,38.825,8.38,8.38
164,1970,Wyoming,1.30,,1.3,1.3,38.825,8.38,8.38
165,1971,Alabama,...,,0.0,0.0,40.49166667,0.0,0.0
166,1971,Alaska,2.10,,2.1,2.1,40.49166667,12.99,12.99
167,1971,Arizona,18.72 - 26.40/wk(b),(b),0.66,0.46799999999999997,40.49166667,4.08,2.89
168,1971,Arkansas,1.10,,1.1,1.1,40.49166667,6.8,6.8
169,1971,California,1.65(b),(b),1.65,1.65,40.49166667,10.2,10.2
170,1971,Colorado,1.00 - 1.25(b),(b),1.25,1.0,40.49166667,7.73,6.18
171,1971,Connecticut,1.60,,1.6,1.6,40.49166667,9.89,9.89
172,1971,Delaware,1.25,,1.25,1.25,40.49166667,7.73,7.73
173,1971,District of Columbia,1.60 - 2.00,,2.0,1.6,40.49166667,12.37,9.89
174,1971,Federal (FLSA),$1.30 & $1.60,,1.6,1.3,40.49166667,9.89,8.04
175,1971,Florida,...,,0.0,0.0,40.49166667,0.0,0.0
176,1971,Georgia,...,,0.0,0.0,40.49166667,0.0,0.0
177,1971,Guam,1.60,,1.6,1.6,40.49166667,9.89,9.89
178,1971,Hawaii,1.60,,1.6,1.6,40.49166667,9.89,9.89
179,1971,Idaho,1.25,,1.25,1.25,40.49166667,7.73,7.73
180,1971,Illinois,...,,0.0,0.0,40.49166667,0.0,0.0
181,1971,Indiana,1.25,,1.25,1.25,40.49166667,7.73,7.73
182,1971,Iowa,...,,0.0,0.0,40.49166667,0.0,0.0
183,1971,Kansas,...,,0.0,0.0,40.49166667,0.0,0.0
184,1971,Kentucky,.65 - .75(b),(b),0.75,0.65,40.49166667,4.64,4.02
185,1971,Louisiana,...,,0.0,0.0,40.49166667,0.0,0.0
186,1971,Maine,1.60,,1.6,1.6,40.49166667,9.89,9.89
187,1971,Maryland,1.30,,1.3,1.3,40.49166667,8.04,8.04
188,1971,Massachusetts,1.60,,1.6,1.6,40.49166667,9.89,9.89
189,1971,Michigan,1.25,,1.25,1.25,40.49166667,7.73,7.73
190,1971,Minnesota,.70 - 1.15(b),(b),1.15,0.7,40.49166667,7.11,4.33
191,1971,Mississippi,...,,0.0,0.0,40.49166667,0.0,0.0
192,1971,Missouri,...,,0.0,0.0,40.49166667,0.0,0.0
193,1971,Montana,...,,0.0,0.0,40.49166667,0.0,0.0
194,1971,Nebraska,1.00,,1.0,1.0,40.49166667,6.18,6.18
195,1971,Nevada,1.30,,1.3,1.3,40.49166667,8.04,8.04
196,1971,New Hampshire,1.45 & 1.60,,1.6,1.45,40.49166667,9.89,8.97
197,1971,New Jersey,1.50,,1.5,1.5,40.49166667,9.28,9.28
198,1971,New Mexico,1.30 - 1.60,,1.6,1.3,40.49166667,9.89,8.04
199,1971,New York,1.60,,1.6,1.6,40.49166667,9.89,9.89
200,1971,North Carolina,1.25,,1.25,1.25,40.49166667,7.73,7.73
201,1971,North Dakota,1.00 - 1.45,,1.45,1.0,40.49166667,8.97,6.18
202,1971,Ohio,.75 - 1.25(b),(b),1.25,0.75,40.49166667,7.73,4.64
203,1971,Oklahoma,1.00,,1.0,1.0,40.49166667,6.18,6.18
204,1971,Oregon,1.25,,1.25,1.25,40.49166667,7.73,7.73
205,1971,Pennsylvania,1.30,,1.3,1.3,40.49166667,8.04,8.04
206,1971,Puerto Rico,.43 - 1.60,,1.6,0.43,40.49166667,9.89,2.66
207,1971,Rhode Island,1.60,,1.6,1.6,40.49166667,9.89,9.89
208,1971,South Carolina,...,,0.0,0.0,40.49166667,0.0,0.0
209,1971,South Dakota,1.00,,1.0,1.0,40.49166667,6.18,6.18
210,1971,Tennessee,...,,0.0,0.0,40.49166667,0.0,0.0
211,1971,Texas,...,,0.0,0.0,40.49166667,0.0,0.0
212,1971,U.S. Virgin Islands,,,,,40.49166667,,
213,1971,Utah,1.00 - 1.15(b),(b),1.15,1.0,40.49166667,7.11,6.18
214,1971,Vermont,1.60,,1.6,1.6,40.49166667,9.89,9.89
215,1971,Virginia,...,,0.0,0.0,40.49166667,0.0,0.0
216,1971,Washington,1.60,,1.6,1.6,40.49166667,9.89,9.89
217,1971,West Virginia,1.00,,1.0,1.0,40.49166667,6.18,6.18
218,1971,Wisconsin,1.30 (b),(b),1.3,1.3,40.49166667,8.04,8.04
219,1971,Wyoming,1.30,,1.3,1.3,40.49166667,8.04,8.04
220,1972,Alabama,...,,0.0,0.0,41.81666667,0.0,0.0
221,1972,Alaska,2.10,,2.1,2.1,41.81666667,12.57,12.57
222,1972,Arizona,18.72-26.40/wk(b),(b),0.66,0.46799999999999997,41.81666667,3.95,2.8
223,1972,Arkansas,1.20,,1.2,1.2,41.81666667,7.19,7.19
224,1972,California,1.65(b),(b),1.65,1.65,41.81666667,9.88,9.88
225,1972,Colorado,1.00 - 1.25(b),(b),1.25,1.0,41.81666667,7.49,5.99
226,1972,Connecticut,1.85,,1.85,1.85,41.81666667,11.08,11.08
227,1972,Delaware,1.60,,1.6,1.6,41.81666667,9.58,9.58
228,1972,District of Columbia,1.60 - 2.25,,2.25,1.6,41.81666667,13.47,9.58
229,1972,Federal (FLSA),$1.60,,1.6,1.6,41.81666667,9.58,9.58
230,1972,Florida,...,,0.0,0.0,41.81666667,0.0,0.0
231,1972,Georgia,1.25,,1.25,1.25,41.81666667,7.49,7.49
232,1972,Guam,1.90,,1.9,1.9,41.81666667,11.38,11.38
233,1972,Hawaii,1.60,,1.6,1.6,41.81666667,9.58,9.58
234,1972,Idaho,1.40,,1.4,1.4,41.81666667,8.38,8.38
235,1972,Illinois,1.40,,1.4,1.4,41.81666667,8.38,8.38
236,1972,Indiana,1.25,,1.25,1.25,41.81666667,7.49,7.49
237,1972,Iowa,...,,0.0,0.0,41.81666667,0.0,0.0
238,1972,Kansas,...,,0.0,0.0,41.81666667,0.0,0.0
239,1972,Kentucky,.65 - .75(b),(b),0.75,0.65,41.81666667,4.49,3.89
240,1972,Louisiana,...,,0.0,0.0,41.81666667,0.0,0.0
241,1972,Maine,1.40 - 1.80,,1.8,1.4,41.81666667,10.78,8.38
242,1972,Maryland,1.60,,1.6,1.6,41.81666667,9.58,9.58
243,1972,Massachusetts,1.75,,1.75,1.75,41.81666667,10.48,10.48
244,1972,Michigan,1.60,,1.6,1.6,41.81666667,9.58,9.58
245,1972,Minnesota,.75 - 1.60,,1.6,0.75,41.81666667,9.58,4.49
246,1972,Mississippi,...,,0.0,0.0,41.81666667,0.0,0.0
247,1972,Missouri,...,,0.0,0.0,41.81666667,0.0,0.0
248,1972,Montana,1.60,,1.6,1.6,41.81666667,9.58,9.58
249,1972,Nebraska,1.00,,1.0,1.0,41.81666667,5.99,5.99
250,1972,Nevada,1.60,,1.6,1.6,41.81666667,9.58,9.58
251,1972,New Hampshire,1.60,,1.6,1.6,41.81666667,9.58,9.58
252,1972,New Jersey,1.50,,1.5,1.5,41.81666667,8.98,8.98
253,1972,New Mexico,1.30 - 1.60,,1.6,1.3,41.81666667,9.58,7.78
254,1972,New York,1.85,,1.85,1.85,41.81666667,11.08,11.08
255,1972,North Carolina,1.45,,1.45,1.45,41.81666667,8.68,8.68
256,1972,North Dakota,1.00 - 1.45,,1.45,1.0,41.81666667,8.68,5.99
257,1972,Ohio,.75 - 1.25(b),(b),1.25,0.75,41.81666667,7.49,4.49
258,1972,Oklahoma,1.40,,1.4,1.4,41.81666667,8.38,8.38
259,1972,Oregon,1.25`,,1.25,1.25,41.81666667,7.49,7.49
260,1972,Pennsylvania,1.60,,1.6,1.6,41.81666667,9.58,9.58
261,1972,Puerto Rico,.65 - 1.60,,1.6,0.65,41.81666667,9.58,3.89
262,1972,Rhode Island,1.60,,1.6,1.6,41.81666667,9.58,9.58
263,1972,South Carolina,...,,0.0,0.0,41.81666667,0.0,0.0
264,1972,South Dakota,1.00,,1.0,1.0,41.81666667,5.99,5.99
265,1972,Tennessee,...,,0.0,0.0,41.81666667,0.0,0.0
266,1972,Texas,1.40,,1.4,1.4,41.81666667,8.38,8.38
267,1972,U.S. Virgin Islands,,,,,41.81666667,,
268,1972,Utah,1.20 - 1.35(b),(b),1.35,1.2,41.81666667,8.08,7.19
269,1972,Vermont,1.60,,1.6,1.6,41.81666667,9.58,9.58
270,1972,Virginia,...,,0.0,0.0,41.81666667,0.0,0.0
271,1972,Washington,1.60,,1.6,1.6,41.81666667,9.58,9.58
272,1972,West Virginia,1.20,,1.2,1.2,41.81666667,7.19,7.19
273,1972,Wisconsin,1.45 (b),(b),1.45,1.45,41.81666667,8.68,8.68
274,1972,Wyoming,1.50,,1.5,1.5,41.81666667,8.98,8.98
275,1973,Alabama,...,,0.0,0.0,44.4,0.0,0.0
276,1973,Alaska,2.10,,2.1,2.1,44.4,11.84,11.84
277,1973,Arizona,18.72-26.40/wk(b),(b),0.66,0.46799999999999997,44.4,3.72,2.64
278,1973,Arkansas,1.20,,1.2,1.2,44.4,6.77,6.77
279,1973,California,1.65(b),(b),1.65,1.65,44.4,9.31,9.31
280,1973,Colorado,1.00 - 1.25(b),(b),1.25,1.0,44.4,7.05,5.64
281,1973,Connecticut,1.85,,1.85,1.85,44.4,10.43,10.43
282,1973,Delaware,1.60,,1.6,1.6,44.4,9.02,9.02
283,1973,District of Columbia,1.60 - 2.25,,2.25,1.6,44.4,12.69,9.02
284,1973,Federal (FLSA),$1.60,,1.6,1.6,44.4,9.02,9.02
285,1973,Florida,...,,0.0,0.0,44.4,0.0,0.0
286,1973,Georgia,1.25,,1.25,1.25,44.4,7.05,7.05
287,1973,Guam,1.90,,1.9,1.9,44.4,10.72,10.72
288,1973,Hawaii,1.60,,1.6,1.6,44.4,9.02,9.02
289,1973,Idaho,1.40,,1.4,1.4,44.4,7.9,7.9
290,1973,Illinois,1.40,,1.4,1.4,44.4,7.9,7.9
291,1973,Indiana,1.25,,1.25,1.25,44.4,7.05,7.05
292,1973,Iowa,...,,0.0,0.0,44.4,0.0,0.0
293,1973,Kansas,...,,0.0,0.0,44.4,0.0,0.0
294,1973,Kentucky,.65 - .75(b),(b),0.75,0.65,44.4,4.23,3.67
295,1973,Louisiana,...,,0.0,0.0,44.4,0.0,0.0
296,1973,Maine,1.40 - 1.80,,1.8,1.4,44.4,10.15,7.9
297,1973,Maryland,1.60,,1.6,1.6,44.4,9.02,9.02
298,1973,Massachusetts,1.75,,1.75,1.75,44.4,9.87,9.87
299,1973,Michigan,1.60,,1.6,1.6,44.4,9.02,9.02
300,1973,Minnesota,.75 - 1.60,,1.6,0.75,44.4,9.02,4.23
301,1973,Mississippi,...,,0.0,0.0,44.4,0.0,0.0
302,1973,Missouri,...,,0.0,0.0,44.4,0.0,0.0
303,1973,Montana,1.60,,1.6,1.6,44.4,9.02,9.02
304,1973,Nebraska,1.00,,1.0,1.0,44.4,5.64,5.64
305,1973,Nevada,1.60,,1.6,1.6,44.4,9.02,9.02
306,1973,New Hampshire,1.60,,1.6,1.6,44.4,9.02,9.02
307,1973,New Jersey,1.50,,1.5,1.5,44.4,8.46,8.46
308,1973,New Mexico,1.30 - 1.60,,1.6,1.3,44.4,9.02,7.33
309,1973,New York,1.85,,1.85,1.85,44.4,10.43,10.43
310,1973,North Carolina,1.45,,1.45,1.45,44.4,8.18,8.18
311,1973,North Dakota,1.00 - 1.45,,1.45,1.0,44.4,8.18,5.64
312,1973,Ohio,.75 - 1.25(b),(b),1.25,0.75,44.4,7.05,4.23
313,1973,Oklahoma,1.40,,1.4,1.4,44.4,7.9,7.9
314,1973,Oregon,1.25`,,1.25,1.25,44.4,7.05,7.05
315,1973,Pennsylvania,1.60,,1.6,1.6,44.4,9.02,9.02
316,1973,Puerto Rico,.65 - 1.60,,1.6,0.65,44.4,9.02,3.67
317,1973,Rhode Island,1.60,,1.6,1.6,44.4,9.02,9.02
318,1973,South Carolina,...,,0.0,0.0,44.4,0.0,0.0
319,1973,South Dakota,1.00,,1.0,1.0,44.4,5.64,5.64
320,1973,Tennessee,...,,0.0,0.0,44.4,0.0,0.0
321,1973,Texas,1.40,,1.4,1.4,44.4,7.9,7.9
322,1973,U.S. Virgin Islands,,,,,44.4,,
323,1973,Utah,1.20 - 1.35(b),(b),1.35,1.2,44.4,7.61,6.77
324,1973,Vermont,1.60,,1.6,1.6,44.4,9.02,9.02
325,1973,Virginia,...,,0.0,0.0,44.4,0.0,0.0
326,1973,Washington,1.60,,1.6,1.6,44.4,9.02,9.02
327,1973,West Virginia,1.20,,1.2,1.2,44.4,6.77,6.77
328,1973,Wisconsin,1.45 (b),(b),1.45,1.45,44.4,8.18,8.18
329,1973,Wyoming,1.50,,1.5,1.5,44.4,8.46,8.46
330,1974,Alabama,...,,0.0,0.0,49.30833333,0.0,0.0
331,1974,Alaska,2.10,,2.1,2.1,49.30833333,10.66,10.66
332,1974,Arizona,18.72-26.40/wk(b),(b),0.66,0.46799999999999997,49.30833333,3.35,2.38
333,1974,Arkansas,1.20,,1.2,1.2,49.30833333,6.09,6.09
334,1974,California,1.65(b),(b),1.65,1.65,49.30833333,8.38,8.38
335,1974,Colorado,1.00 - 1.25(b),(b),1.25,1.0,49.30833333,6.35,5.08
336,1974,Connecticut,1.85,,1.85,1.85,49.30833333,9.39,9.39
337,1974,Delaware,1.60,,1.6,1.6,49.30833333,8.13,8.13
338,1974,District of Columbia,1.60 - 2.25,,2.25,1.6,49.30833333,11.43,8.13
339,1974,Federal (FLSA),$1.60,,1.6,1.6,49.30833333,8.13,8.13
340,1974,Florida,...,,0.0,0.0,49.30833333,0.0,0.0
341,1974,Georgia,1.25,,1.25,1.25,49.30833333,6.35,6.35
342,1974,Guam,1.90,,1.9,1.9,49.30833333,9.65,9.65
343,1974,Hawaii,1.60,,1.6,1.6,49.30833333,8.13,8.13
344,1974,Idaho,1.40,,1.4,1.4,49.30833333,7.11,7.11
345,1974,Illinois,1.40,,1.4,1.4,49.30833333,7.11,7.11
346,1974,Indiana,1.25,,1.25,1.25,49.30833333,6.35,6.35
347,1974,Iowa,...,,0.0,0.0,49.30833333,0.0,0.0
348,1974,Kansas,...,,0.0,0.0,49.30833333,0.0,0.0
349,1974,Kentucky,.65 - .75(b),(b),0.75,0.65,49.30833333,3.81,3.3
350,1974,Louisiana,...,,0.0,0.0,49.30833333,0.0,0.0
351,1974,Maine,1.40 - 1.80,,1.8,1.4,49.30833333,9.14,7.11
352,1974,Maryland,1.60,,1.6,1.6,49.30833333,8.13,8.13
353,1974,Massachusetts,1.75,,1.75,1.75,49.30833333,8.89,8.89
354,1974,Michigan,1.60,,1.6,1.6,49.30833333,8.13,8.13
355,1974,Minnesota,.75 - 1.60,,1.6,0.75,49.30833333,8.13,3.81
356,1974,Mississippi,...,,0.0,0.0,49.30833333,0.0,0.0
357,1974,Missouri,...,,0.0,0.0,49.30833333,0.0,0.0
358,1974,Montana,1.60,,1.6,1.6,49.30833333,8.13,8.13
359,1974,Nebraska,1.00,,1.0,1.0,49.30833333,5.08,5.08
360,1974,Nevada,1.60,,1.6,1.6,49.30833333,8.13,8.13
361,1974,New Hampshire,1.60,,1.6,1.6,49.30833333,8.13,8.13
362,1974,New Jersey,1.50,,1.5,1.5,49.30833333,7.62,7.62
